gora_id,ime,cas,zahtevnost
1237,"Ljubelj - Begunjščica (čez Šentanski plaz, snežni pristop)",165,zahtevno brezpotje
1237,Tinčkova koča - Begunjščica,195,delno zahtevna označena pot
1237,"Ljubelj - Begunjščica (skozi Osrednjo grapo, snežni pristop)",165,zelo zahtevno brezpotje
1237,"Ljubelj - Begunjščica (skozi Y, snežni pristop)",150,zelo zahtevno brezpotje
1237,Ljubelj - Begunjščica (Zeleniška smer),150,alpinistični vzpon
1237,Podljubelj (Lajb) - Begunjščica,210,delno zahtevna označena pot
1237,Ljubelj - Begunjščica (skozi Frelihov žleb),150,alpinistični vzpon
1237,Na jezercih - Begunjščica,210,"lahka neoznačena steza, lahka označena pot"
1237,Tinčkova koča - Begunjščica (čez Poljško planino),230,delno zahtevna označena pot
1238,Pod Krnico - Tolsta Košuta - Vzhodni vrh,125,delno zahtevna neoznačena pot
1239,Pod Krnico - Tolsta Košuta - Zahodni vrh,140,delno zahtevna neoznačena pot
1240,Mrzli studenec - Malo Kladivo,120,delno zahtevna označena pot
1240,Matizovec - Malo Kladivo,185,delno zahtevna označena pot
1240,Zavetišče na planini Šija - Malo Kladivo (Kačja pot),105,"lahka neoznačena steza, delno zahtevna označena pot"
1241,Erjavčev rovt - Gubno,155,"delno zahtevna označena pot, lahka neoznačena steza"
1241,Ravne - Gubno,180,"delno zahtevna označena pot, lahka neoznačena steza"
1241,Zapornica (Belca) - Gubno,300,"zahtevna označena pot, lahka neoznačena steza"
1242,Ljubelj - Palec,180,zahtevna neoznačena steza
1242,Tinčkova koča - Palec,180,zahtevna neoznačena steza
1242,Tinčkova koča - Palec (skozi Zagon),210,zahtevna neoznačena steza
1243,Tegoška planina - Pungartska gora,90,lahko brezpotje
1244,Trate /  Johannsenruhe - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (jugozahodna pot),150,lahka označena pot
1244,Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (mimo Celovške koče),195,zahtevna označena pot
1244,Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (direktna pot),180,zahtevna označena pot
1244,Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (čez Karweg in jugozahodna pot),180,lahka neoznačena steza
1244,Vgriz / Ogris - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (direktna pot),180,zahtevna označena pot
1244,Vgriz / Ogris - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (mimo Celovške koče),195,zahtevna označena pot
1244,Trate / Johannsenruhe - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (jugovzhodna pot),155,lahka označena pot
1244,Podnar / Bodenbauer - Ovčji vrh (Kozjak) / Geissberg (Kosiak) (čez Karweg in jugovzhodna pot),165,lahka neoznačena steza
1245,Ljubelj - Zelenjak,175,zelo zahtevna neoznačena steza
1245,Tinčkova koča - Zelenjak,175,zelo zahtevna neoznačena steza
1245,Tinčkova koča - Zelenjak (skozi Zagon),205,zelo zahtevna neoznačena steza
1246,Dom Trilobit - Mali vrh (čez Rido),195,lahko brezpotje
1247,Šajda / Schaidasattel - Kravji vrh / Kuhberg (čez Obirsko sedlo),165,lahka neoznačena steza
1247,Šajda / Schaidasattel - Kravji vrh / Kuhberg (strma pot),150,lahka neoznačena steza
1248,Urbas - Potoški Stol,135,lahka neoznačena steza
1248,Valvasorjev dom pod Stolom - Potoški Stol,185,lahka označena pot
1248,Dom Trilobit - Potoški Stol (čez Rido),240,lahka označena pot
1248,Olipova planina - Potoški Stol,160,lahka neoznačena steza
1248,Poljana (Završnica) - Potoški Stol (Žirovniška pot),265,lahka označena pot
1249,Matizovec - Toplar,185,lahko brezpotje
1249,Mrzli studenec - Toplar,120,lahko brezpotje
1249,Zavetišče na planini Šija - Toplar (Kačja pot),105,lahko brezpotje
1250,Panoramska restavracija Oben - Alte Bleiburger Hütte,55,lahka označena pot
1251,Ljubelj - Begunjska Vrtača (Lenuhova grapa),145,alpinistični vzpon
1251,Ljubelj - Begunjska Vrtača (čez Preval-o),185,lahko brezpotje
1251,Dom v Dragi - Begunjska Vrtača,185,"delno zahtevna označena pot, lahko brezpotje"
1251,Podljubelj (Lajb) - Begunjska Vrtača,185,lahko brezpotje
1252,Ljubelj - Košutica (mimo koče na Ljubelju),165,zahtevna označena pot
1252,Vranček - Košutica (zahodna pot),170,delno zahtevna označena pot
1252,Koncentracijsko taborišče - Košutica (lovska pot),160,"lahka neoznačena steza, delno zahtevna označena pot"
1252,Vranček - Košutica (vzhodna pot),170,zahtevna neoznačena steza
1252,Koncentracijsko taborišče - Košutica (pot Gerharda Orascha),180,zelo zahtevna neoznačena steza
1252,Bučan - Košutica,165,zahtevna označena pot
1252,Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Košutica (čez Hajnževo sedlo),255,zahtevna označena pot
1252,Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Košutica (čez Dovjakovo sedlo),285,delno zahtevna označena pot
1253,Matizovec - Kofce gora,155,delno zahtevna označena pot
1253,Mrzli studenec - Kofce gora,90,delno zahtevna označena pot
1253,Zavetišče na planini Šija - Kofce gora (Kačja pot),75,"lahka neoznačena steza, delno zahtevna označena pot"
1253,Globoka dolina - Kofce gora,135,delno zahtevna označena pot
1253,Dolina - Kofce gora,165,delno zahtevna označena pot
1253,Dolina - Kofce gora (mimo kapelice),170,delno zahtevna označena pot
1254,Koča pod Košuto - Cjajnik / Lärchenturm,180,izjemno zahtevna označena pot
1254,Sele pri Cerkvi / Zell - Pfarre - Cjajnik / Lärchenturm,255,izjemno zahtevna označena pot
1254,Ridovc / Ridovcsäge - Cjajnik / Lärchenturm (ob Mrzlem potoku in čez Cjajnik),265,izjemno zahtevna označena pot
1255,Tinčkova koča - Svačica (čez Smokuško planino),210,delno zahtevna označena pot
1255,Tinčkova koča - Svačica (čez Zagon),165,"lahka neoznačena steza, delno zahtevna označena pot"
1255,Ljubelj - Svačica (zgornja pot),260,delno zahtevna označena pot
1255,Trate /  Johannsenruhe - Svačica,150,delno zahtevna označena pot
1255,Podnar / Bodenbauer - Svačica,195,zahtevna označena pot
1255,Ljubelj - Svačica (mimo Vatelce oz. Sklede),240,delno zahtevna označena pot
1255,Vgriz / Ogris - Svačica,195,zahtevna označena pot
1255,Podnar / Bodenbauer - Svačica (čez melišče),165,"lahko brezpotje, delno zahtevna označena pot"
1255,Podnar / Bodenbauer - Svačica (čez Karweg),180,delno zahtevna označena pot
1256,Dom Trilobit - Struška,180,lahka označena pot
1256,Križovec - Struška (čez Sedlo Kočna),150,lahka neoznačena steza
1256,Križovec - Struška (po cesti),135,lahka neoznačena steza
1256,Dom Pristava v Javorniškem Rovtu - Struška (čez Dobravske rovte),150,lahka neoznačena steza
1256,Planina pod Golico (Betel) - Struška,180,lahka neoznačena steza
1256,Dom Pristava v Javorniškem Rovtu - Struška (čez Sedlo Kočna),195,lahka neoznačena steza
1256,Rute (Zavrh) / Bärental - Struška (čez Medvedjak),165,lahka označena pot
1256,Dom Pristava v Javorniškem Rovtu - Struška (po cesti),180,lahka neoznačena steza
1257,Srednji vrh - Trupejevo poldne (čez Železnico),150,lahka neoznačena steza
1257,Železnica - Trupejevo poldne,75,lahka neoznačena steza
1257,Srednji vrh - Trupejevo poldne (čez Grajšco),240,lahka neoznačena steza
1257,Srednji Vrh - Trupejevo poldne (po dolini potoka Žlebnica),165,lahka neoznačena steza
1257,Zapornica (Belca) - Trupejevo poldne (po cesti),240,lahka neoznačena steza
1257,Srednji Vrh - Trupejevo poldne (čez Blekovo planino),190,zahtevna neoznačena steza
1257,Grpiče / Korpitch - Trupejevo poldne (čez Blekovo planino),275,zahtevna neoznačena steza
1257,Žužalče / Susalitch - Trupejevo poldne (čez Blekovo planino),275,zahtevna neoznačena steza
1258,Podolševa (Rogar) - Govca (Olševa) (direktna pot),130,zahtevna označena pot
1258,Zadnji travnik - Govca (Olševa),105,lahka označena pot
1258,Spodnje Sleme - Govca (Olševa),180,lahka označena pot
1258,Gostišče Firšt - Govca (Olševa),225,delno zahtevna označena pot
1258,"Podolševa (Sveti Duh, Strevc) - Govca (Olševa) (čez Obel kamen)",150,zahtevna označena pot
1258,"Podolševa (Sveti Duh, Strevc) - Govca (Olševa)",135,zahtevna označena pot
1258,Podolševa (Rogar) - Govca (Olševa) (čez Obel kamen),145,zahtevna označena pot
1258,Planinski dom na kmetiji Kumer - Govca (Olševa),225,lahka označena pot
1258,Zadnji travnik - Govca (Olševa) (lovska pot),105,lahka neoznačena steza
1258,Pod Peco / Koprein-Petzen - Govca (Olševa) (mimo Kumra),270,lahka označena pot
1258,Pod Peco (Koželj) / Koprein-Petzen (Koschiel) - Govca (Olševa) (čez Zadnji travnik),285,"lahka označena pot, lahka neoznačena steza"
1258,Koprivna (Šumel) - Govca (Olševa) (mimo Haderlapa in čez Spodnje Sleme),270,"lahka neoznačena steza, lahka označena pot"
1258,Koprivna (Šumel) - Govca (Olševa) (mimo sv. Jakoba),255,"lahka neoznačena steza, lahka označena pot"
1258,Koprivna (Šumel) - Govca (Olševa) (mimo domačije Janšek),265,"lahka neoznačena steza, lahka označena pot"
1259,Srednji Vrh - Bele peči (Lepi vrh) (čez Železnico),150,lahka neoznačena steza
1259,Srednji Vrh - Bele peči (Lepi vrh) (po dolini potoka Žlebnica),165,lahka neoznačena steza
1260,Sele / Zell-Pharre - Setiče/Freiberg,150,lahka označena pot
1261,Ljubelj - Srednja peč (spodnja pot),245,"lahka označena pot, zahtevno brezpotje"
1261,Ljubelj - Srednja peč (zgornja pot),245,"delno zahtevna označena pot, zahtevno brezpotje"
1261,Ljubelj - Srednja peč (mimo Vatelce oz. Sklede),255,"delno zahtevna označena pot, zahtevno brezpotje"
1261,Trate / Johannsenruhe - Srednja peč (mimo Celovške koče),180,"delno zahtevna označena pot, zahtevno brezpotje"
1261,Podnar / Bodenbauer - Srednja peč,225,"zahtevna označena pot, zahtevno brezpotje"
1262,Ljubelj - Žleb (Suho ruševje),160,lahka neoznačena steza
1263,"Podolševa (Sveti Duh, Strevc) - Obel kamen (Olševa) (zahodna pot)",120,zahtevna označena pot
1263,Podolševa (Rogar) - Obel kamen (Olševa) (zahodna pot),115,zahtevna označena pot
1263,Zadnji travnik - Obel kamen (Olševa),135,lahka označena pot
1263,"Podolševa (Sveti Duh, Strevc) - Obel kamen (Olševa) (vzhodna pot)",135,zahtevna označena pot
1263,Podolševa (Rogar) - Obel kamen (Olševa) (vzhodna pot),130,zahtevna označena pot
1263,Spodnje Sleme - Obel kamen (Olševa),210,zahtevna označena pot
1264,Ravne - Dovška Baba (peš pot),105,lahka označena pot
1264,Dovje - Dovška Baba,180,lahka označena pot
1264,Ravne - Dovška Baba (po cesti),110,lahka označena pot
1264,Erjavčev rovt - Dovška Baba (direktna pot),135,lahka neoznačena steza
1264,Erjavčev rovt - Dovška Baba (čez Brvog),165,lahka označena pot
1264,Rogarjev rovt - Dovška Baba (čez Rožco in Hruški vrh),150,lahka neoznačena steza
1264,Dovje - Dovška Baba (čez Blažčevo skalo),195,lahka neoznačena steza
1264,Podrožca / Rosenbach - Dovška Baba (čez Hruški vrh),280,lahka neoznačena steza
1264,Podrožca / Rosenbach - Dovška Baba (čez Koprivnjak),270,lahka neoznačena steza
1265,Planina Pungrat - Škrbina,70,lahka označena pot
1266,Srednji Vrh - Murnovc (čez Grajšco),180,"lahka neoznačena steza, lahko brezpotje"
1267,Olipova planina - Kamnitnik,105,"lahka neoznačena steza, lahko brezpotje"
1267,Dom Trilobit - Kamnitnik (Za Kraševcem),165,"lahka neoznačena steza, lahko brezpotje"
1268,Dajčpeter / Deutcher Peter - Grlovec / Ferlacher Horn,180,lahka označena pot
1268,Franc / Franzbauer - Grlovec / Ferlacher Horn,135,lahka označena pot
1268,Bajdiše / Waidisch - Grlovec / Ferlacher Horn,215,lahka označena pot
1268,Borovlje / Ferlach - Grlovec / Ferlacher Horn,255,delno zahtevna označena pot
1268,Ljubelj - Grlovec / Ferlacher Horn (preko sedla Oselca),345,"lahka neoznačena steza, lahka označena pot"
1268,Bučan - Grlovec / Ferlacher Horn (preko sedla Oselca),320,"lahka neoznačena steza, lahka označena pot"
1269,Srednji Vrh - Kresišče (čez Grajšco),170,lahka neoznačena steza
1269,Baumgartnerhof - Kresišče (plezalna pot),195,zelo zahtevna označena pot
1269,Zapornica (Belca) - Kresišče (po cesti),180,lahka neoznačena steza
1269,Baumgartnerhof - Kresišče,180,lahka označena pot
1270,Planina pod Golico (Betel) - Golica,140,lahka označena pot
1270,Križovec - Golica (mimo Koče na Golici),130,lahka označena pot
1270,Planina pod Golico (Betel) - Golica (čez sedlo Suha),170,lahka označena pot
1270,Križovec - Golica (po grebenu),125,lahka neoznačena steza
1270,Planina pod Golico (Betel) - Golica (zimska pot),140,delno zahtevna označena pot
1270,Dom Pristava v Javorniškem Rovtu - Golica (mimo Koče na Golici),175,lahka označena pot
1270,Dom Pristava v Javorniškem Rovtu - Golica (po grebenu),170,lahka neoznačena steza
1270,Planina pod Golico - Golica (mimo ovčarske koče - vzhodna pot),170,lahka neoznačena steza
1270,Planina pod Golico - Golica (mimo ovčarske koče - zahodna pot),180,delno zahtevna neoznačena pot
1270,Podrožca / Rosenbach - Golica (skozi Medji dol),225,delno zahtevna označena pot
1270,Podrožca / Rosenbach - Golica (čez planino Kladje),215,delno zahtevna označena pot
1270,Tale / Tallach - Golica (čez planino Kladje),230,delno zahtevna označena pot
1271,Štenge - Visoki vrh (mimo Vretovega vrha),180,zahtevno brezpotje
1271,Zapornica (Belca) - Visoki vrh (po cesti),175,lahka neoznačena steza
1271,Zapornica (Belca) - Visoki vrh (čez Bašinov breg),160,lahka neoznačena steza
1272,Kapelška koča / Eisenkappler Hütte - Kraguljše,45,lahka označena pot
1272,Podkanja vas / Wildenstein - Kraguljše,250,lahka označena pot
1273,Srednji Vrh - Maloško poldne / Mallestiger Mittagskogel,175,lahka neoznačena steza
1273,Baumgartnerhof - Maloško poldne / Mallestiger Mittagskogel (plezalna pot),180,zelo zahtevna označena pot
1273,Baumgartnerhof - Maloško poldne / Mallestiger Mittagskogel,165,lahka označena pot
1273,Zapornica (Belca) - Maloško poldne / Mallestiger Mittagskogel (po cesti),190,lahka neoznačena steza
1274,Zapornica (Belca) - Mojstrovica,140,lahka neoznačena steza
1274,Zapornica (Belca) - Mojstrovica (čez Bašinov breg),130,lahko brezpotje
1275,Koncentracijsko taborišče - Lokovnikov Grintovec / Grintoutz,160,"lahka neoznačena steza, delno zahtevna označena pot"
1275,Ljubelj - Lokovnikov Grintovec / Grintoutz (mimo Koče na Ljubelju),165,zahtevna označena pot
1275,Vranček - Lokovnikov Grintovec / Grintoutz,170,delno zahtevna označena pot
1275,Bučan - Lokovnikov Grintovec / Grintoutz,165,zahtevna označena pot
1275,Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Lokovnikov Grintovec / Grintoutz,240,delno zahtevna označena pot
1276,Pod Krnico - Plešivec,80,lahka neoznačena steza
1276,Smrečje - Plešivec (po cesti),210,lahka neoznačena steza
1276,Jezerski vrh - Plešivec,210,lahka neoznačena steza
1277,Baumgartnerhof - Ostra peč / Mallestiger Mittagskogel (plezalna pot),195,zelo zahtevna označena pot
1277,Srednji vrh - Ostra peč / Mallestiger Mittagskogel (Čez Grajšco),190,lahka neoznačena steza
1277,Baumgartnerhof - Ostra peč / Mallestiger Mittagskogel,195,lahka označena pot
1277,Zapornica (Belca) - Ostra peč / Mallestiger Mittagskogel (po cesti),205,lahka neoznačena steza
1278,Ljubelj - Srednji vrh (nad Završnico) (mimo izvira Završnice),160,lahka označena pot
1278,Tinčkova koča - Srednji vrh (nad Završnico) (čez Smokuško planino),120,lahka označena pot
1278,Ljubelj - Srednji vrh (nad Završnico) (po pobočju Vrtače),180,lahka označena pot
1278,Tinčkova koča - Srednji vrh (nad Završnico) (skozi Zagon),120,lahka neoznačena steza
1279,Poden / Bodental - Rjavca / Rjautza,150,delno zahtevna označena pot
1279,Pamž / Pamschbauer - Rjavca / Rjautza (čez Sveto peč),195,"lahko brezpotje, delno zahtevna označena pot"
1280,Ljubelj - Na Možeh,135,zahtevno brezpotje
1281,Planina pod Golico (Betel) - Krvavka,135,lahko brezpotje
1282,Planina pod Golico - Hruški vrh,150,lahka označena pot
1282,Ravne - Hruški vrh (direktna pot),120,lahka označena pot
1282,Rogarjev rovt - Hruški vrh (čez Hruško planino),95,lahka neoznačena steza
1282,Ravne - Hruški vrh (čez Dovško Babo),145,lahka neoznačena steza
1282,Martinčev Rovt - Hruški vrh,105,lahka neoznačena steza
1282,Hrušica - Hruški vrh (čez Češnjevec in Hruško planino),180,lahka neoznačena steza
1282,Rogarjev rovt - Hruški vrh (čez Rožco),100,lahka neoznačena steza
1282,Podrožca / Rosenbach - Hruški vrh,230,lahka označena pot
1282,Podrožca / Rosenbach - Hruški vrh (čez Koprivnjak),240,lahka označena pot
1283,Jezerski vrh - Pristovški Storžič / Kärntner Storschitz (Kranjska pot / Krainersteig),90,zahtevna označena pot
1283,Jezerski vrh - Pristovški Storžič / Kärntner Storschitz,110,lahka označena pot
1283,Bela / Bad Vellach - Pristovški Storžič / Kärntner Storschitz,150,lahka označena pot
1283,Korte / Trögern - Pristovški Storžič / Kärntner Storschitz,120,lahka označena pot
1284,Ravne - Koprivnjak / Kleiner Frauenkogel,140,lahka neoznačena steza
1284,Podrožca / Rosenbach - Koprivnjak / Kleiner Frauenkogel,210,lahka označena pot
1285,Planina pod Golico - Klek (čez Rožco),140,lahka neoznačena steza
1285,Martinčev Rovt - Klek,95,lahka neoznačena steza
1285,Rogarjev rovt - Klek,90,lahka neoznačena steza
1285,Ravne - Klek (čez Hruški vrh),150,lahka neoznačena steza
1285,Planina pod Golico - Klek (mimo ovčarske koče),180,lahka neoznačena steza
1285,Ravne - Klek (direktna pot),125,zahtevna neoznačena steza
1285,Planina pod Golico - Klek (mimo lovske koče Muzgovca),135,lahko brezpotje
1285,Podrožca / Rosenbach - Klek,220,lahka neoznačena steza
1286,Urbas - Bivak na Belščici,75,lahka neoznačena steza
1286,Olipova planina - Bivak na Belščici (čez Hrašensko planino),100,lahka neoznačena steza
1287,Srednji Vrh - Zajčnik,130,lahka neoznačena steza
1287,Žužalče / Susalitch - Zajčnik,215,lahka označena pot
1287,Grpiče / Korpitch - Zajčnik,215,lahka označena pot
1288,Podljubelj (Lajb) - Zajmenove peči,170,zahtevno brezpotje
1288,Podljubelj (Pod Košuto) - Zajmenove peči,165,zahtevno brezpotje
1289,Iličev rovt / Illitsch Rauth - Kamnica (Komnica) / Ferlacher Spitze,95,lahka označena pot
1289,Čemernica / Tschemernitzen - Kamnica (Komnica) / Ferlacher Spitze,220,lahka označena pot
1289,Podrožca / Rosenbach - Kamnica (Komnica) / Ferlacher Spitze,235,lahka označena pot
1290,Pod Krnico - Mala Košuta,75,lahka neoznačena steza
1290,Matizovec - Mala Košuta,345,"lahka označena pot, lahka neoznačena steza"
1291,Srednji vrh - Vošca,120,lahka neoznačena steza
1291,Jureževa planina - Vošca,35,lahka neoznačena steza
1291,Srednji Vrh - Vošca (čez Jureževo planino),125,lahka neoznačena steza
1291,Log - Vošca,150,lahka neoznačena steza
1291,Srnjak - Vošca,165,lahka neoznačena steza
1291,Srednji Vrh - Vošca (čez Zajčnik),155,lahka neoznačena steza
1292,Rudnik v Topli - Mala Peca,130,lahka označena pot
1292,Topla (Burjak) - Mala Peca,150,lahka označena pot
1292,Podpeca (Helenski potok) - Mala Peca (čez Mirjance),200,lahka označena pot
1293,Srnjak - Tamarča,150,lahka neoznačena steza
1294,Ljubelj - Hajnžev Praprotnik / Zeller Prapotnik (mimo Koče na Ljubelju),200,"zahtevna označena pot, lahka neoznačena steza"
1294,Koncentracijsko taborišče - Hajnžev Praprotnik / Zeller Prapotnik,195,lahka neoznačena steza
1294,Vranček - Hajnžev Praprotnik / Zeller Prapotnik,200,lahka neoznačena steza
1294,Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Hajnžev Praprotnik / Zeller Prapotnik,235,lahka neoznačena steza
1294,Bučan - Hajnžev Praprotnik / Zeller Prapotnik,200,"delno zahtevna označena pot, lahka neoznačena steza"
1295,Dom pod Storžičem - Veliki Javornik (Ženiklovec),110,lahka neoznačena steza
1295,Grahovše - Veliki Javornik (Ženiklovec),165,lahka neoznačena steza
1295,Tržiški graben - Veliki Javornik (Ženiklovec),150,lahka neoznačena steza
1295,Planina Vetrh - Veliki Javornik (Ženiklovec),90,lahka neoznačena steza
1295,Grahovše - Veliki Javornik (Ženiklovec) (mimo Rekarja),165,lahka neoznačena steza
1296,Podkraj / Unterort - Panoramska restavracija Oben / Panoramarestaurant Oben (Walter Mory Klettersteig),195,zelo zahtevna označena pot
1296,Podkraj / Unterort - Panoramska restavracija Oben / Panoramarestaurant Oben,180,lahka označena pot
1296,Podkraj / Unterort - Panoramska restavracija Oben / Panoramarestaurant Oben (po poti št. P6),180,lahka označena pot
1297,Ljubelj - Vrh Ljubeljščice (Triangel),110,lahka neoznačena steza
1297,Ljubelj - Vrh Ljubeljščice (Triangel) (čez Ljubeljščico),150,zelo zahtevna neoznačena steza
1297,Bučan - Vrh Ljubeljščice (Triangel),165,zelo zahtevna neoznačena steza
1298,Globasnica / Globasnitz - Feuersberger Spitze (Peca / Petzen),205,"lahka označena pot, lahko brezpotje"
1298,Podkraj / Unterort - Feuersberger Spitze (Peca / Petzen) (po poti št. P7),235,"lahka označena pot, lahko brezpotje"
1299,Vranček - Hajnževo sedlo (pot mimo planine Korošica),125,lahka označena pot
1299,Ljubelj - Hajnževo sedlo (mimo Koče na Ljubelju),165,zahtevna označena pot
1299,Bučan - Hajnževo sedlo,165,zahtevna označena pot
1299,Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Hajnževo sedlo,210,lahka označena pot
1300,Križovec - Belska planina (Svečica) (čez Sedlo Kočna),105,lahka označena pot
1300,Dom Pristava v Javorniškem Rovtu - Belska planina (Svečica) (čez Sedlo Kočna),150,lahka označena pot
1300,Križovec - Belska planina (Svečica) (po cesti),80,lahka neoznačena steza
1300,Planina pod Golico (Betel) - Belska planina (Svečica),135,lahka neoznačena steza
1300,Dom Pristava v Javorniškem Rovtu - Belska planina (Svečica) (po cesti),125,lahka neoznačena steza
1301,Podkraj / Unterort - Berggasthaus Siebenhütten (po poti št. P6),174,lahka označena pot
1302,Podkraj / Unterort - Ezzo's Hütte (po poti št. P6),175,lahka označena pot
1303,Koča na Naravskih ledinah - Uršlja gora (Plešivec),105,lahka označena pot
1303,Poštarski dom pod Plešivcem - Uršlja gora (Plešivec) (čez Kozarnico),150,lahka označena pot
1303,Ivarčko jezero - Uršlja gora (Plešivec) (Železarska pot),165,lahka označena pot
1303,Zapornica pod Malim vrhom - Uršlja gora (Plešivec) (po cesti),50,lahka označena pot
1303,Ciganija - Uršlja gora (Plešivec) (zimska pot),150,lahka označena pot
1303,Andrejev dom na Slemenu - Uršlja gora (Plešivec),165,lahka označena pot
1303,Poštarski dom pod Plešivcem - Uršlja gora (Plešivec) (čez Kal),165,lahka označena pot
1303,Ciganija - Uršlja gora (Plešivec),135,lahka označena pot
1303,Ivarčko jezero - Uršlja gora (Plešivec) (Grofovska pot),170,lahka neoznačena steza
1303,Ivarčko jezero - Uršlja gora (Plešivec) (čez Kozji hrbet),180,lahka označena pot
1303,Žerjav - Uršlja gora (Plešivec),195,lahka označena pot
1303,Mežica - Uršlja gora (Plešivec) (mimo sv. Lenarta in Koče na Naravskih ledinah),330,lahka označena pot
1303,Leše - Uršlja gora (Plešivec) (mimo Koče na Naravskih ledinah),265,lahka označena pot
1303,Mežica - Uršlja gora (Plešivec) (mimo sv. Lenarta in čez Kozji hrbet),315,lahka označena pot
1303,Sveti Danijel (Zgornji Razbor) - Uršlja gora (Plešivec),195,lahka označena pot
1304,Dom Trilobit - Planina Seča,120,lahka označena pot
1304,Konec ceste pod Struško (Strmela) - Planina Seča (lovska in rudarska učna pot),75,delno zahtevna neoznačena pot
1304,Rute (Zavrh) / Bärental - Planina Seča,105,lahka označena pot
1305,Dol - Stegovnik (skozi okno),155,"lahka neoznačena steza, delno zahtevna označena pot"
1305,Dol - Stegovnik (čez Močnikovo sedlo),150,delno zahtevna označena pot
1305,Rezman - Stegovnik,135,delno zahtevna označena pot
1305,Dom pod Storžičem - Stegovnik (zahodna pot),240,delno zahtevna označena pot
1305,Medvodje - Stegovnik (mimo Stegovniškega slapu in skozi okno),190,"lahka neoznačena steza, delno zahtevna označena pot"
1305,Dom pod Storžičem - Stegovnik (vzhodna pot),240,delno zahtevna označena pot
1305,Medvodje - Stegovnik (preko sedla Pri lojtri),165,"lahka neoznačena steza, delno zahtevna označena pot"
1305,Medvodje - Stegovnik (po cesti in skozi okno),195,"lahka neoznačena steza, delno zahtevna označena pot"
1305,Planina Vetrh - Stegovnik,195,"lahka neoznačena steza, delno zahtevna označena pot"
1306,Rute (Zavrh) / Bärental - Mačenski vrh / Matschacher Gupf (pot št. 668),135,lahka označena pot
1306,Ladine / Ladinach - Mačenski vrh / Matschacher Gupf (pot št. 668),180,lahka označena pot
1306,Rute (Zavrh) / Bärental - Mačenski vrh / Matschacher Gupf (čez sedlo Mrzla raven / Gipssattel),135,lahka označena pot
1307,Dom pod Storžičem - Mali Javornik,150,lahko brezpotje
1308,Pamž / Pamschbauer - Bela peč / Weiße Wand (čez Sveto peč),175,lahko brezpotje
1309,Ljubelj - Spodnji Plot (športna zelo zahtevna ferata),135,izjemno zahtevna označena pot
1309,Ljubelj - Spodnji Plot,105,lahka neoznačena steza
1309,Ljubelj - Spodnji Plot (učna zavarovana plezalna pot),130,izjemno zahtevna označena pot
1310,Koča na Naravskih ledinah - Dom na Uršlji gori,110,lahka označena pot
1310,Poštarski dom pod Plešivcem - Dom na Uršlji gori (čez Kozarnico),140,lahka označena pot
1310,Zapornica pod Malim vrhom - Dom na Uršlji gori (po cesti),40,lahka označena pot
1310,Andrejev dom na Slemenu - Dom na Uršlji gori,155,lahka označena pot
1310,Ivarčko jezero - Dom na Uršlji gori (čez Kozji hrbet),185,lahka označena pot
1310,Ciganija - Dom na Uršlji gori,125,lahka označena pot
1310,Ivarčko jezero - Dom na Uršlji gori (Grofovska pot),160,lahka neoznačena steza
1310,Poštarski dom pod Plešivcem - Dom na Uršlji gori (čez Kal),155,lahka označena pot
1310,Ciganija - Dom na Uršlji gori (zimska pot),140,lahka označena pot
1310,Žerjav - Dom na Uršlji gori,200,lahka označena pot
1310,Sveti Danijel (Zgornji Razbor) - Dom na Uršlji gori,185,lahka označena pot
1311,Srnjak - Grpišca,120,lahka neoznačena steza
1312,Dom Trilobit - Hrašenska planina (Za Kraševcem),120,lahka neoznačena steza
1312,Olipova planina - Hrašenska planina,60,lahka neoznačena steza
1313,Rudnik v Topli - Votlina Kralja Matjaža,115,lahka označena pot
1313,Topla (Burjak) - Votlina Kralja Matjaža,150,lahka označena pot
1313,Podpeca (Helenski potok) - Votlina Kralja Matjaža (čez Mirjance),200,lahka označena pot
1314,Smrečje - Pečovnik (kota 1668) (po cesti),165,lahka neoznačena steza
1314,Jezerski vrh - Pečovnik (kota 1668),165,lahka neoznačena steza
1315,Dom pod Storžičem - Javorče,125,lahko brezpotje
1315,Grahovše - Javorče (mimo Rekarja),155,lahko brezpotje
1316,Jakobe - Dom na Peci,45,lahka označena pot
1316,Rudnik v Topli - Dom na Peci,120,lahka označena pot
1316,Podpeca (Mitnek) - Dom na Peci,165,lahka označena pot
1316,Mežica - Dom na Peci,210,lahka označena pot
1316,Topla (Burjak) - Dom na Peci,150,lahka označena pot
