gora_id,ime,cas,zahtevnost
295,Ročinj - Sveti Peter (Nad Ajbo),50,lahka neoznačena steza
296,Dragonja (Križišče) - Sveti Duh (Sveti Peter) (severozahodna pot),75,lahka označena pot
296,Dragonja (Križišče) - Sveti Duh (Sveti Peter) (jugovzhodna pot),90,lahka označena pot
297,Hrastovlje - Sveti Štefan (Zanigrad),40,lahka označena pot
297,Slačka baba - Sveti Štefan (Zanigrad),50,lahka neoznačena steza
298,Vipava - Stari grad Vipava,20,lahka označena pot
299,Dekani - Lovsko zavetišče Kolombar (vzhodna pot),55,lahka označena pot
299,Dekani - Lovsko zavetišče Kolombar (zahodna pot),40,lahka označena pot
300,Dekani - Goli hrib (zahodna pot),40,lahka označena pot
300,Dekani - Goli hrib (vzhodna pot),40,lahka označena pot
301,Prvačina - Kamno čelo (Mandrija) (Po cesti),25,lahka neoznačena steza
302,Ankaran - Črni vrh (Iskra),20,"lahka označena pot, lahka neoznačena steza"
303,Ankaran - Jurjev hrib,35,lahka neoznačena steza
304,Dekani - Slap potoka Struga,15,lahka označena pot
305,Vanganel - Vanganelsko jezero,25,lahka označena pot
306,Izola (Jagodje) - Strunjanski križ,45,lahka označena pot
306,Strunjan - Strunjanski križ,20,lahka označena pot
306,Srgaši (Križišče) - Strunjanski križ,210,lahka označena pot
307,Ankaran - Debeli rtič,45,lahka označena pot
308,Ankaran - Ankaran (Beblerjeva planinska pot),120,lahka označena pot
308,Osp - Ankaran,210,lahka označena pot
308,Zaliv sv. Jerneja - Ankaran,45,lahka označena pot
309,Strunjan - Strunjanske soline (krožna učna pot Strunjan v podobah morja),90,lahka označena pot
309,Izola (Jagodje) - Strunjanske soline,70,lahka označena pot
310,Aljažev dom v Vratih - Triglav (Tominškova pot),370,zelo zahtevna označena pot
310,Konec ceste na Pokljuki - Triglav (čez Planiko in Mali Triglav),360,zelo zahtevna označena pot
310,Dolina Krma - Triglav (čez Kredarico),375,zelo zahtevna označena pot
310,Aljažev dom v Vratih - Triglav (čez Plemenice),390,zelo zahtevna označena pot
310,Aljažev dom v Vratih - Triglav (čez Prag),380,zelo zahtevna označena pot
310,Dolina Krma - Triglav (čez Planiko in Mali Triglav),360,zelo zahtevna označena pot
310,Koča pri Savici - Triglav (po Dolini Triglavskih jezer),535,zelo zahtevna označena pot
310,Zadnjica - Triglav (čez Dolič),450,zelo zahtevna označena pot
310,Rudno polje - Triglav (čez Kredarico),400,zelo zahtevna označena pot
310,Konec  ceste na Pokljuki - Triglav (čez Planiko in Triglavsko škrbino),355,zelo zahtevna označena pot
310,Konec ceste na Pokljuki - Triglav (čez Kredarico),375,zelo zahtevna označena pot
310,Dolina Kot - Triglav,385,zelo zahtevna označena pot
310,Dolina Krma - Triglav (čez Planiko in Triglavsko škrbino),355,zelo zahtevna označena pot
310,Turkov rovt (Vrata) - Triglav (po dolini Za Cmirom),385,"lahko brezpotje, zelo zahtevna označena pot"
310,Zadnjica - Triglav (čez Plemenice),440,zelo zahtevna označena pot
310,Rudno polje - Triglav (čez Kugyjevo polico),455,"zahtevno brezpotje, zelo zahtevna označena pot"
310,"Planina Blato - Triglav (čez Grintovico, Planiko in Mali Triglav)",410,"lahka neoznačena steza, zelo zahtevna označena pot"
310,Uskovnica (Razpotje) - Triglav (čez Planiko in Mali Triglav),390,zelo zahtevna označena pot
310,Stara Fužina - Triglav (čez Planiko in Mali Triglav),470,zelo zahtevna označena pot
310,Zadnjica - Triglav (čez Komar),430,zelo zahtevna označena pot
310,Planina Blato - Triglav (po dolini Za Kopico),480,zelo zahtevna označena pot
310,Stara Fužina - Triglav (čez Planiko in Triglavsko škrbino),465,zelo zahtevna označena pot
310,Uskovnica (Razpotje) - Triglav (čez Triglavsko škrbino),385,zelo zahtevna označena pot
310,Rudno polje - Triglav (mimo Doma Planika in čez Mali Triglav),385,zelo zahtevna označena pot
310,Zadnjica - Triglav (Kugyjeva pot na Triglav),450,"zelo zahtevna označena pot, zahtevna neoznačena steza"
310,Uskovnica (Lom) - Triglav (čez Triglavsko škrbino),390,zelo zahtevna označena pot
310,Srednja vas - Triglav (Za Ribnico in čez Triglavsko škrbino),485,zelo zahtevna označena pot
310,Rudno polje - Triglav (mimo Doma Planika in čez Triglavsko škrbino),380,zelo zahtevna označena pot
311,"Pecol - Montaž / Jôf di Montasio (mimo koče, čez Pipanovo lestev)",210,zelo zahtevna označena pot
311,Pecol - Montaž / Jôf di Montasio (čez Findeneggov ozebnik),225,zelo zahtevna označena pot
311,Planina Zajzera - Montaž / Jôf di Montasio (Via Amalia),405,zelo zahtevna označena pot
312,Aljažev dom v Vratih - Škrlatica,360,zelo zahtevna označena pot
312,Ruski križ - Škrlatica (čez Kriško steno),465,zelo zahtevna označena pot
312,Zadnjica - Škrlatica,535,zelo zahtevna označena pot
312,Gozd Martuljek  - Škrlatica (grebensko prečenje Mali Oltar-Škrlatica),870,alpinistični vzpon
312,Pišnica - Škrlatica (čez Kriško steno),505,zelo zahtevna označena pot
313,Aljažev dom v Vratih - Mali Triglav (Tominškova pot),335,zelo zahtevna označena pot
313,Aljažev dom v Vratih - Mali Triglav (čez Prag),345,zelo zahtevna označena pot
313,Dolina Kot - Mali Triglav,350,zelo zahtevna označena pot
313,Konec ceste na Pokljuki - Mali Triglav (čez Kredarico),340,zelo zahtevna označena pot
313,Rudno polje - Mali Triglav (mimo Doma Planika),350,zelo zahtevna označena pot
313,Uskovnica (Razpotje) - Mali Triglav (čez Planiko),355,zelo zahtevna označena pot
313,Konec ceste na Pokljuki - Mali Triglav (čez Planiko),325,zelo zahtevna označena pot
313,Dolina Krma - Mali Triglav (mimo Doma Planika pod Triglavom),325,zelo zahtevna označena pot
313,Dolina Krma - Mali Triglav (čez Kredarico),340,zelo zahtevna označena pot
313,Rudno polje - Mali Triglav (čez kredarico),365,zelo zahtevna označena pot
314,Mangartsko sedlo - Mangart (Slovenska pot),120,zelo zahtevna označena pot
314,Mangartsko sedlo - Mangart (Italijanska pot),120,zahtevna označena pot
314,Belopeška jezera - Mangart (Via Italiana),330,izjemno zahtevna označena pot
314,Loška Koritnica - Mangart,420,zelo zahtevna označena pot
314,Pri Mlinču - Mangart (slovenska pot),285,zelo zahtevna označena pot
314,Pri Mlinču - Mangart (italijanska pot),285,zahtevna označena pot
314,Pri Mlinču - Mangart (čez Gladki rob in po slovenski poti),285,"lahka neoznačena steza, zelo zahtevna označena pot"
314,Pri Mlinču - Mangart (čez Gladki rob in po italijanski poti),285,"lahka neoznačena steza, zahtevna označena pot"
315,Nevejski preval - Viš/Jof Fuart,300,zahtevna označena pot
315,Cave del Mole - Viš/Jof Fuart,270,zahtevna označena pot
315,Zajzera - Viš/Jof Fuart (Severovzhodna deber),360,izjemno zahtevna označena pot
315,Cave del Mole - Viš/Jof Fuart (Anita Goitan),330,zelo zahtevna označena pot
315,Bele vode - Viš/Jof Fuart (Pot stoletnice),360,zelo zahtevna označena pot
316,Pecol - Vrh Brda / Cima Verde,190,zelo zahtevna neoznačena steza
317,Poldov rovt (Vrata) - Visoki Rokav,390,alpinistični vzpon
317,Poldov rovt (Vrata) - Visoki Rokav (preko Velikega Oltarja (po grebenu)),540,alpinistični vzpon
318,NC Planica - Jalovec (mimo bivaka in čez Kotovo sedlo),370,zelo zahtevna označena pot
318,Vršič - Jalovec (mimo Zavetišča pod Špičkom),360,zelo zahtevna označena pot
318,Vršič - Jalovec (čez Jalovško škrbino),355,zelo zahtevna označena pot
318,Zadnja Trenta (Flori) - Jalovec (mimo Zavetišča pod Špičkom),345,zelo zahtevna označena pot
318,NC Planica - Jalovec (čez Jalovško škrbino),390,zelo zahtevna označena pot
318,Zadnja Trenta (Flori) - Jalovec (čez Jalovško škrbino),340,zelo zahtevna označena pot
318,Dom v Tamarju - Jalovec (zimski plezalni vzpon skozi zimski kamin),330,zelo zahtevno brezpotje
318,Loška Koritnica - Jalovec (mimo Zavetišča pod Špičkom),450,zelo zahtevna označena pot
318,NC Planica - Jalovec (po melišču in čez Kotovo sedlo),370,zelo zahtevna označena pot
318,Bavšica - Jalovec,455,zelo zahtevna označena pot
319,Poldov rovt (Vrata) - Veliki Oltar (mimo bivaka),360,zelo zahtevno brezpotje
319,Ruski križ - Veliki Oltar (po SZ grebenu),360,alpinistični vzpon
320,Ruski križ - Velika Martuljška Ponca,360,zelo zahtevno brezpotje
321,Zadnjica - Razor,360,zelo zahtevna označena pot
321,Vršič - Razor,330,zelo zahtevna označena pot
321,Aljažev dom v Vratih - Razor (čez Sovatno),390,zelo zahtevna označena pot
321,Ruski križ - Razor (čez Kriško steno),450,zelo zahtevna označena pot
322,Aljažev dom v Vratih - Dolkova špica (zahodna pot),315,zahtevna označena pot
322,Aljažev dom v Vratih - Dolkova špica (vzhodna pot),330,zelo zahtevna označena pot
322,Aljažev dom v Vratih - Dolkova špica (po JV grebenu),300,zelo zahtevno brezpotje
322,Ruski križ - Dolkova špica (čez Kriško steno),355,zelo zahtevna označena pot
322,Pišnica - Dolkova špica (čez Kriško steno),395,zelo zahtevna označena pot
322,Zadnjica - Dolkova špica,425,zahtevna označena pot
323,D Postaja - Visoki Kanin,150,zelo zahtevna označena pot
323,Nevejski preval - Visoki Kanin (Via ferrata Divisione Julia),285,zelo zahtevna označena pot
323,Gozdec - Visoki Kanin (čez Zadnji dol),360,zelo zahtevna označena pot
323,Nevejski preval - Visoki Kanin (Via ferrata Rosalba Grasselli),375,zelo zahtevna označena pot
323,Gozdec - Visoki Kanin (mimo Doma Petra Skalarja na Kaninu),400,zelo zahtevna označena pot
323,Gozdec - Visoki Kanin (Visoka Rezijanska pot),420,zelo zahtevna označena pot
323,Korito / Coritis - Visoki Kanin (Via Normale Resiana),370,"zahtevna označena pot, zahtevno brezpotje"
323,Korito / Coritis - Visoki Kanin (Via ferrata Rosalba Grasselli),410,zelo zahtevna označena pot
324,Dom Planika pod Triglavom - Rjavec,60,zelo zahtevno brezpotje
325,D Postaja - Mali Kanin,165,zelo zahtevna označena pot
325,Korito / Coritis - Mali Kanin (Via Normale Resiana),350,"zahtevna označena pot, zahtevno brezpotje"
325,Gozdec - Mali Kanin (Visoka Rezijanska pot),400,zelo zahtevna označena pot
326,Zadnjica - Kanjavec (Zahodni vrh) (čez Prehodavce),375,"lahka označena pot, lahka neoznačena steza"
326,Zadnjica - Kanjavec (Zahodni vrh) (čez Dolič),405,"zahtevna označena pot, lahka neoznačena steza"
326,Planina Blato - Kanjavec (Zahodni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),345,lahko brezpotje
326,Planina Blato - Kanjavec (Zahodni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),360,lahko brezpotje
327,Zadnjica - Kanjavec (čez Prehodavce),375,lahka označena pot
327,Planina Blato - Kanjavec (po dolini Za Kopico),335,lahka označena pot
327,Koča pri Savici - Kanjavec (po Dolini Triglavskih jezer),390,zahtevna označena pot
327,Zadnjica - Kanjavec (čez Dolič),395,zahtevna označena pot
327,Planina Blato - Kanjavec (po Dolini za Debelim vrhom),345,lahko brezpotje
327,Planina Blato - Kanjavec (po Dolini za Mišelj vrhom),375,lahko brezpotje
327,Planina Blato - Kanjavec (čez Planino Krstenico in po Dolini za Debelim vrhom),360,lahko brezpotje
327,Aljažev dom v Vratih - Kanjavec,420,zahtevna označena pot
328,Zadnjica - Glava v Zaplanji (čez Dolič),390,lahka neoznačena steza
328,Aljažev dom v Vratih - Glava v Zaplanji (čez Plemenice),335,"zelo zahtevna označena pot, lahka neoznačena steza"
328,Zadnjica - Glava v Zaplanji (čez Plemenice),385,"zelo zahtevna označena pot, lahka neoznačena steza"
328,Planina Blato - Glava v Zaplanji (po dolini Za Kopico),425,lahka neoznačena steza
329,Aljažev dom v Vratih - Rogljica (zahodna pot),320,zelo zahtevno brezpotje
330,Vršič - Prisank / Prisojnik (Kopiščarjeva pot),230,zelo zahtevna označena pot
330,Vršič - Prisank / Prisojnik (Slovenska pot),210,zahtevna označena pot
330,Vršič - Prisank / Prisojnik (Grebenska pot),210,zelo zahtevna označena pot
330,Koča na Gozdu - Prisank / Prisojnik (Hanzova pot),300,zelo zahtevna označena pot
330,Vršič - Prisank / Prisojnik (Jubilejna pot),360,zelo zahtevna označena pot
330,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Slovenska pot),225,zahtevna označena pot
330,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Kopiščarjeva pot),240,zelo zahtevna označena pot
330,Erjavčeva koča na Vršiču - Prisank / Prisojnik (grebenska pot),225,zelo zahtevna označena pot
330,Vršič - Prisank / Prisojnik (čez Kajzljevo škrbino),270,zelo zahtevna označena pot
330,Erjavčeva koča na Vršiču - Prisank / Prisojnik (Jubilejna pot),375,zelo zahtevna označena pot
330,Erjavčeva koča na Vršiču - Prisank / Prisojnik (čez Kajzljevo škrbino),300,zelo zahtevna označena pot
332,Poldov rovt (Vrata) - Dovški križ (mimo bivaka),330,zelo zahtevna neoznačena steza
332,Poldov rovt (Vrata) - Dovški križ (čez Brinje),345,zelo zahtevna neoznačena steza
333,Dolina Krma - Kredarica,305,lahka označena pot
333,Konec ceste na Pokljuki - Kredarica,305,zahtevna označena pot
333,Dolina Kot - Kredarica,305,zahtevna označena pot
333,Rudno polje - Kredarica,330,zahtevna označena pot
333,Aljažev dom v Vratih - Kredarica (Tominškova pot),300,zelo zahtevna označena pot
333,Aljažev dom v Vratih - Kredarica (čez Prag),305,zelo zahtevna označena pot
333,Turkov rovt (Vrata) - Kredarica (po dolini Za Cmirom),305,"lahko brezpotje, zahtevna označena pot"
334,Dolina Kot - Rž,295,zahtevno brezpotje
334,Aljažev dom v Vratih - Rž (Tominškova pot),310,"zelo zahtevna označena pot, zahtevno brezpotje"
334,Aljažev dom v Vratih - Rž (čez Prag),315,"zelo zahtevna označena pot, zahtevno brezpotje"
334,Dolina Krma - Rž,360,zahtevno brezpotje
335,Dolina Kot - Rjavina (plezalna pot),300,zelo zahtevna označena pot
335,Dolina Kot - Rjavina (grebenska pot),370,zelo zahtevna označena pot
335,Dolina Krma - Rjavina (čez Teme),320,zahtevno brezpotje
335,Aljažev dom v Vratih - Rjavina (Tominškova pot),385,zelo zahtevna označena pot
335,Aljažev dom v Vratih - Rjavina (čez Prag),390,zelo zahtevna označena pot
335,Dolina Krma - Rjavina (grebenska pot),405,zelo zahtevna označena pot
335,Dolina Kot - Rjavina (grebensko prečenje Macesnovec-Rjavina),480,zelo zahtevno brezpotje
335,Konec ceste na Pokljuki - Rjavina,385,zelo zahtevna označena pot
335,Rudno polje - Rjavina,410,zelo zahtevna označena pot
336,Pecol - Špik nad Nosom / Foronon del Buinz (Ceria Merlone),225,zelo zahtevna označena pot
336,Nevejski preval - Špik nad Nosom / Foronon del Buinz (čez Škrbino prednje Špranje),360,zelo zahtevna označena pot
337,Zadnjica - Triglavska vojašnica Viktorja Emanuela III. (čez Dolič),390,"lahka označena pot, lahka neoznačena steza"
337,Zadnjica - Triglavska vojašnica Viktorja Emanuela III. (čez Plemenice),380,"zelo zahtevna označena pot, lahka neoznačena steza"
337,Planina Blato - Triglavska vojašnica Viktorja Emanuela III. (po dolini Za Kopico),420,lahka neoznačena steza
337,Aljažev dom v Vratih - Triglavska vojašnica Viktorja Emanuela III. (čez Plemenice),330,"zelo zahtevna označena pot, lahka neoznačena steza"
338,Dolina Krma - Triglavski dom na Kredarici,300,lahka označena pot
338,Rudno polje - Triglavski dom na Kredarici,325,zahtevna označena pot
338,Aljažev dom v Vratih - Triglavski dom na Kredarici (Tominškova pot),295,zelo zahtevna označena pot
338,Aljažev dom v Vratih - Triglavski dom na Kredarici (čez Prag),300,zelo zahtevna označena pot
338,Konec ceste na Pokljuki - Triglavski dom na Kredarici,300,zahtevna označena pot
338,Dolina Kot - Triglavski dom na Kredarici,310,zahtevna označena pot
338,Zadnjica - Triglavski dom na Kredarici,450,zahtevna označena pot
338,Stara Fužina - Triglavski dom na Kredarici,410,lahka označena pot
338,Uskovnica (Lom) - Triglavski dom na Kredarici (čez planino Spodnji Tosc),335,zahtevna označena pot
338,Uskovnica (Razpotje) - Triglavski dom na Kredarici (čez planino Spodnji Tosc),330,zahtevna označena pot
338,Turkov rovt (Vrata) - Triglavski dom na Kredarici (po dolini Za Cmirom),310,"lahko brezpotje, zahtevna označena pot"
339,Mrzla Voda (dolina) - Divja koza (Čez Trbiško škrbino),870,zelo zahtevna neoznačena steza
340,Nevejski preval - Koštrunove špice (čez Škrbino prednje Špranje),270,zahtevna označena pot
340,Cave del Mole - Koštrunove špice (čez Škrbino prednje Špranje),240,zahtevna označena pot
340,Cave del Mole - Koštrunove špice (čez Škrbino zadnje Špranje),240,zahtevna označena pot
341,Gozd Martuljek - Mala Martuljška Ponca,390,zelo zahtevno brezpotje
342,Aljažev dom v Vratih - Stenar (čez Sovatno),315,delno zahtevna označena pot
342,Zadnjica - Stenar,360,lahka označena pot
342,Aljažev dom v Vratih - Stenar (čez Stenarska vratca),305,zahtevna neoznačena steza
342,Ruski križ - Stenar (čez Križ),375,zelo zahtevna označena pot
342,Pišnica - Stenar (čez Križ),415,zelo zahtevna označena pot
343,Aljažev dom v Vratih  - Spodnji Rokav (Potočnik - Tominšek),300,alpinistični vzpon
344,D postaja - Prestreljenik,45,delno zahtevna označena pot
344,Nevejski Preval - Prestreljenik (mimo koče Gilberti),255,zahtevna označena pot
344,B postaja - Prestreljenik (čez Krnico),265,zahtevna označena pot
344,Nevejski preval - Prestreljenik (pot 636),225,zahtevna označena pot
344,Nevejski preval - Prestreljenik (po smučarski progi),210,delno zahtevna označena pot
344,Gozdec - Prestreljenik (mimo Doma Petra Skalarja),345,zahtevna označena pot
345,Gozd Martuljek - Široka peč,300,alpinistični vzpon
346,Zadnjica - Poprovec (čez Dolič),440,"zahtevna označena pot, lahko brezpotje"
346,Planina Blato - Poprovec (čez Planino v Lazu in po Dolini za Debelim vrhom),380,lahko brezpotje
346,Planina Blato - Poprovec (čez Planino Krstenico in po Dolini za Debelim vrhom),395,lahko brezpotje
347,Planina Blato - Teme (Hribarice) (čez Planino v Lazu in po Dolini za Debelim vrhom),365,lahko brezpotje
347,Planina Blato - Teme (Hribarice) (čez Planino Krstenico in po Dolini za Debelim vrhom),380,lahko brezpotje
347,Zadnjica - Teme (Hribarice) (čez Dolič),425,"zahtevna označena pot, lahko brezpotje"
348,Vršič - Veliki Ozebnik (čez Jalovško škrbino),335,zahtevno brezpotje
348,Vršič - Veliki Ozebnik (mimo Zavetišča pod Špičkom),320,zahtevno brezpotje
348,Zadnja Trenta (Flori) - Veliki Ozebnik (mimo Zavetišča pod Špičkom),305,zahtevno brezpotje
348,Zadnja Trenta (Flori) - Veliki Ozebnik (čez Jalovško škrbino),320,zahtevno brezpotje
349,Koča na Doliču pod Triglavom - Vrh Zelenic,60,zahtevno brezpotje
350,Pišnica - Špik (skozi Kačji graben),280,zahtevna označena pot
350,Ruski križ - Špik (mimo Koče v Krnici),290,zelo zahtevna označena pot
350,Ruski križ - Špik (skozi Kačji graben),285,zahtevna označena pot
350,Pišnica - Špik (mimo Koče v Krnici),330,zelo zahtevna označena pot
351,Zadnjica - Mišeljski Konec (čez Dolič),375,zahtevno brezpotje
352,Dolina Kot - Begunjski vrh,280,zahtevna označena pot
352,Aljažev dom v Vratih - Begunjski vrh (Tominškova pot),295,zelo zahtevna označena pot
352,Aljažev dom v Vratih - Begunjski vrh (čez Prag),300,zelo zahtevna označena pot
352,Turkov rovt (Vrata) - Begunjski vrh (snežni pristop),270,lahko brezpotje
352,Dolina Krma - Begunjski vrh,345,lahka označena pot
352,Konec ceste na Pokljuki - Begunjski vrh,355,zahtevna označena pot
353,Zadnjica - Planja,345,zahtevna označena pot
353,Vršič - Planja,305,zahtevna označena pot
353,Aljažev dom v Vratih - Planja (čez Sovatno),365,zahtevna označena pot
353,Ruski križ - Planja (čez Kriško steno),425,zelo zahtevna označena pot
354,Gozdec - Vrh Laške Planje,300,zelo zahtevna označena pot
354,Parkirišče Kot - Vrh Laške Planje,345,zelo zahtevna označena pot
355,Planina Blato - Vršaki (Vzhodni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),300,lahko brezpotje
355,Koča pri Savici - Vršaki (Vzhodni vrh),380,"zahtevna označena pot, lahko brezpotje"
355,Zadnjica - Vršaki (Vzhodni vrh) (čez Dolič),385,lahko brezpotje
355,Planina Blato - Vršaki (Vzhodni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),315,lahko brezpotje
356,Nevejski preval - Vrh Krnice,315,zelo zahtevna označena pot
356,Korito / Coritis - Vrh Krnice,350,zelo zahtevna označena pot
357,Planina Blato - Vršaki (Južni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),350,lahko brezpotje
357,Planina Blato - Vršaki (Južni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),365,lahko brezpotje
358,Pecol - Špik Hude police / Cima di Terrarossa,165,lahka neoznačena steza
358,Pecol - Špik Hude police / Cima di Terrarossa (Leva),270,zelo zahtevna označena pot
359,Pecol - Bivak Suringar,165,zelo zahtevna označena pot
359,Planina Zajzera - Bivak Suringar (Via Amalia),345,zelo zahtevna označena pot
360,Gozdec - Pod Kaninom (Visoka Rezijanska pot),375,zelo zahtevna označena pot
361,Plaz Črlovec - Kukova špica (čez Gulce),300,zahtevna neoznačena steza
361,Plaz Črlovec - Kukova špica (čez JV raz),360,alpinistični vzpon
362,Planina Blato - Vršaki (Srednji vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),335,lahko brezpotje
362,Planina Blato - Vršaki (Srednji vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),320,lahko brezpotje
363,Gozdec - Črni Vogel,330,zelo zahtevna označena pot
364,Planina Blato - Vršaki (Vrh za Koritami) ( čez Planino Krstenico in po Dolini za Debelim vrhom),355,lahko brezpotje
364,Planina Blato - Vršaki (Vrh za Koritami) (čez Planino v Lazu in po Dolini za Debelim vrhom),340,lahko brezpotje
365,Aljažev dom v Vratih - Pihavec (čez Luknjo),270,zahtevno brezpotje
365,Aljažev dom v Vratih - Pihavec (čez Sovatno),315,zahtevna označena pot
365,Zadnjica - Pihavec,315,zahtevna označena pot
365,Zadnjica - Pihavec (čez Luknjo),315,zahtevno brezpotje
366,Ruski križ - Lipnica (mimo Koče v Krnici),255,zahtevna označena pot
366,Pišnica - Lipnica (mimo Koče v Krnici),295,zelo zahtevna označena pot
367,Prelaz Na Žlebeh / Sella Nevea - Špik nad Planjo / Punta Plagnis (neoznačena mulatjera),270,delno zahtevna neoznačena pot
368,Aljažev dom v Vratih - Križ (mimo bivaka na Rušju),270,delno zahtevna označena pot
368,Zadnjica - Križ (čez Bovška vratica),330,delno zahtevna označena pot
368,Aljažev dom v Vratih - Križ (čez Sovatno),300,zahtevna označena pot
368,Ruski križ - Križ,285,zelo zahtevna označena pot
368,Zadnjica - Križ (čez Dovška vrata),345,zahtevna označena pot
368,Aljažev dom v Vratih - Križ (čez Stenarska vratca),290,"zahtevna neoznačena steza, zahtevna označena pot"
368,Pišnica - Križ,325,zelo zahtevna označena pot
369,Dolina Kot - Visoka Vrbanova špica (pot Lojzeta Rekarja),310,zelo zahtevna označena pot
369,Dolina Kot - Visoka Vrbanova špica (mimo Staničevega doma),270,zahtevna označena pot
369,Dolina Krma - Visoka Vrbanova špica,335,lahka označena pot
369,Aljažev dom v Vratih - Visoka Vrbanova špica (čez Prag),290,zelo zahtevna označena pot
369,Konec ceste na Pokljuki - Visoka Vrbanova špica,345,zahtevna označena pot
369,Turkov rovt (Vrata) - Visoka Vrbanova špica (snežni pristop),260,lahko brezpotje
369,Aljažev dom v Vratih - Visoka Vrbanova špica (Tominškova pot),285,zelo zahtevna označena pot
370,Planina Krnica - Lopa,240,zelo zahtevno brezpotje
370,D postaja - Lopa,135,zelo zahtevno brezpotje
371,Aljažev dom v Vratih - Gubno (nad Kriško steno),280,lahko brezpotje
371,Ruski križ - Gubno (nad Kriško steno),295,"zelo zahtevna označena pot, lahko brezpotje"
371,Pišnica - Gubno (nad Kriško steno),335,"zelo zahtevna označena pot, lahko brezpotje"
372,Dolina Krma - Dom Planika pod Triglavom,270,lahka označena pot
372,Konec ceste na Pokljuki - Dom Planika pod Triglavom,270,zahtevna označena pot
372,Zadnjica - Dom Planika pod Triglavom,405,zahtevna označena pot
372,Stara Fužina - Dom Planika pod Triglavom,380,zahtevna označena pot
372,Uskovnica (Razpotje) - Dom Planika pod Triglavom (čez planino Spodnji Tosc),300,zahtevna označena pot
372,Planina Blato - Dom Planika pod Triglavom (čez Grintovico),320,"lahka neoznačena steza, zahtevna označena pot"
372,Uskovnica (Lom) - Dom Planika pod Triglavom (čez planino Spodnji Tosc),305,zahtevna označena pot
372,Srednja vas - Dom Planika pod Triglavom (Za Ribnico in čez planino Spodnji Tosc),390,zahtevna označena pot
372,Rudno polje - Dom Planika pod Triglavom,295,zelo zahtevna označena pot
373,Koča pri Savici - Veliko Špičje,340,zahtevna označena pot
373,Koča  pri Savici - Veliko Špičje (mimo Zasavske koče),435,zahtevna označena pot
373,Planina Blato - Veliko Špičje (čez Štapce),345,zahtevna označena pot
373,Planina Blato - Veliko Špičje (po dolini Za Kopico),440,zahtevna označena pot
373,Vas na Skali - Veliko Špičje (na greben Špičja po Tumovi smeri),300,zelo zahtevno brezpotje
373,Trenta - Veliko Špičje,390,zahtevna označena pot
373,Zadnjica - Veliko Špičje,380,zahtevna označena pot
374,Dolina Kot - Cmir,370,zahtevna označena pot
374,Aljažev dom v Vratih - Cmir (Tominškova pot),385,zelo zahtevna označena pot
374,Aljažev dom v Vratih - Cmir (čez Prag),390,zelo zahtevna označena pot
374,Dolina Krma - Cmir,435,zahtevna označena pot
375,Aljažev dom v Vratih - Bovški Gamsovec (čez Luknjo),275,zahtevna označena pot
375,Aljažev dom v Vratih - Bovški Gamsovec (čez Sovatno),285,zahtevna označena pot
375,Zadnjica - Bovški Gamsovec (čez Luknjo),315,zahtevna označena pot
375,Zadnjica - Bovški Gamsovec (čez Dovška vrata),330,zahtevna označena pot
376,D postaja - Prestreljeniško okno,35,zahtevna označena pot
376,Križišče nad B postajo - Prestreljeniško okno (Ferata),285,zelo zahtevna označena pot
376,Križišče nad B postajo - Prestreljeniško okno,270,zahtevna označena pot
377,Planina Blato - Debeli vrh (čez Planino v Lazu),250,zahtevno brezpotje
377,Planina Blato - Debeli vrh (čez Planino Krstenico),265,lahko brezpotje
378,Planina Blato - Vrh Hribaric (čez Planino v Lazu in po Dolini za Debelim vrhom),300,lahko brezpotje
378,Zadnjica - Vrh Hribaric (čez Dolič),385,lahko brezpotje
378,Planina Blato - Vrh Hribaric (čez Planino Krstenico in po Dolini za Debelim vrhom),315,lahko brezpotje
378,Koča pri Savici - Vrh Hribaric,380,"zahtevna označena pot, lahko brezpotje"
379,Zadnjica - Šplevta (Indijanec),330,lahko brezpotje
379,Aljažev dom v Vratih - Šplevta (Indijanec),360,"delno zahtevna označena pot, lahko brezpotje"
380,Planina Pecol - Strma peč / Monte Cimone (pot 640 mimo škrbine Vandul),240,zahtevna označena pot
380,Planina Pecol - Strma peč / Monte Cimone (pot 641 po pobočju Viene),285,zahtevna označena pot
381,Vršič - Travnik (pri Mojstrovkah) (po grebenu),280,zahtevno brezpotje
381,Vršič - Travnik (pri Mojstrovkah),260,"delno zahtevna označena pot, zahtevno brezpotje"
382,Aljažev dom v Vratih - Kucelj (Julijske Alpe),285,"lahko brezpotje, delno zahtevna označena pot"
383,Gozdec - Vrh Osojnic,280,lahka označena pot
383,D postaja - Vrh Osojnic,50,zahtevna označena pot
383,D postaja - Vrh Osojnic (mimo Doma Petra Skalarja na Kaninu),75,zahtevna označena pot
